profile,snr_db,overflow_bin,count,bler,fallback_rate,avg_queries
C,2.0,"(0.6, 0.7]",24,0.25,0.0,395.5
C,2.0,"(0.7, 0.8]",32,0.28125,0.0,556.78125
C,2.0,"(0.8, 0.9]",57,0.47368421052631576,0.0,986.5087719298245
C,2.0,"(0.9, 1.0]",744,0.9986559139784946,0.0,12.904569892473118
C,4.0,"(-0.001, 0.1]",847,0.015348288075560802,0.031877213695395513,55.62337662337662
C,4.0,"(0.1, 0.2]",29,0.20689655172413793,0.20689655172413793,688.2068965517242
C,4.0,"(0.2, 0.3]",13,0.07692307692307693,0.15384615384615385,391.0
C,4.0,"(0.3, 0.4]",13,0.07692307692307693,0.0,224.53846153846155
C,4.0,"(0.4, 0.5]",16,0.125,0.0,227.625
C,4.0,"(0.5, 0.6]",18,0.16666666666666666,0.0,409.8888888888889
C,4.0,"(0.6, 0.7]",17,0.058823529411764705,0.0,153.05882352941177
C,4.0,"(0.7, 0.8]",23,0.21739130434782608,0.0,544.0869565217391
C,4.0,"(0.8, 0.9]",18,0.3333333333333333,0.0,807.4444444444445
C,4.0,"(0.9, 1.0]",206,0.9854368932038835,0.0,81.56796116504854
C,6.0,"(-0.001, 0.1]",1062,0.0018832391713747645,0.006591337099811676,11.389830508474576
C,6.0,"(0.1, 0.2]",13,0.15384615384615385,0.15384615384615385,578.2307692307693
C,6.0,"(0.2, 0.3]",10,0.2,0.2,743.7
C,6.0,"(0.3, 0.4]",3,0.0,0.0,2.6666666666666665
C,6.0,"(0.4, 0.5]",6,0.0,0.0,19.333333333333332
C,6.0,"(0.5, 0.6]",6,0.0,0.0,6.833333333333333
C,6.0,"(0.6, 0.7]",6,0.0,0.0,53.833333333333336
C,6.0,"(0.7, 0.8]",6,0.16666666666666666,0.0,413.5
C,6.0,"(0.8, 0.9]",12,0.08333333333333333,0.0,213.41666666666666
C,6.0,"(0.9, 1.0]",76,0.9473684210526315,0.0,223.02631578947367
E,-4.0,"(-0.001, 0.1]",0,,,
E,-4.0,"(0.1, 0.2]",0,,,
E,-4.0,"(0.2, 0.3]",0,,,
E,-4.0,"(0.3, 0.4]",0,,,
E,-4.0,"(0.4, 0.5]",0,,,
E,-4.0,"(0.5, 0.6]",0,,,
E,-4.0,"(0.6, 0.7]",0,,,
E,-4.0,"(0.7, 0.8]",0,,,
E,-4.0,"(0.8, 0.9]",0,,,
E,-4.0,"(0.9, 1.0]",1200,1.0,0.0,0.0
E,-2.0,"(-0.001, 0.1]",0,,,
E,-2.0,"(0.1, 0.2]",0,,,
E,-2.0,"(0.2, 0.3]",0,,,
E,-2.0,"(0.3, 0.4]",0,,,
E,-2.0,"(0.4, 0.5]",0,,,
E,-2.0,"(0.5, 0.6]",0,,,
E,-2.0,"(0.6, 0.7]",0,,,
E,-2.0,"(0.7, 0.8]",0,,,
E,-2.0,"(0.8, 0.9]",0,,,
E,-2.0,"(0.9, 1.0]",1200,1.0,0.0,0.0
E,0.0,"(-0.001, 0.1]",4,0.75,0.0,16.25
E,0.0,"(0.1, 0.2]",2,0.0,0.0,4.0
E,0.0,"(0.2, 0.3]",3,0.3333333333333333,0.3333333333333333,1418.6666666666667
E,0.0,"(0.3, 0.4]",4,0.25,0.0,27.5
E,0.0,"(0.4, 0.5]",1,0.0,0.0,485.0
E,0.0,"(0.5, 0.6]",3,0.3333333333333333,0.0,1172.0
E,0.0,"(0.6, 0.7]",1,0.0,0.0,14.0
E,0.0,"(0.7, 0.8]",9,0.3333333333333333,0.0,703.6666666666666
E,0.0,"(0.8, 0.9]",17,0.5294117647058824,0.0,1222.6470588235295
E,0.0,"(0.9, 1.0]",1156,1.0,0.0,0.0
E,2.0,"(-0.001, 0.1]",295,0.09152542372881356,0.0576271186440678,148.35593220338984
E,2.0,"(0.1, 0.2]",87,0.28735632183908044,0.2413793103448276,888.7816091954023
E,2.0,"(0.2, 0.3]",37,0.35135135135135137,0.16216216216216217,837.972972972973
E,2.0,"(0.3, 0.4]",38,0.18421052631578946,0.0,287.3421052631579
E,2.0,"(0.4, 0.5]",31,0.22580645161290322,0.0,268.80645161290323
E,2.0,"(0.5, 0.6]",53,0.2830188679245283,0.0,481.8867924528302
E,2.0,"(0.6, 0.7]",27,0.2962962962962963,0.0,404.55555555555554
E,2.0,"(0.7, 0.8]",55,0.36363636363636365,0.0,885.9818181818182
E,2.0,"(0.8, 0.9]",67,0.5074626865671642,0.0,1170.7611940298507
E,2.0,"(0.9, 1.0]",510,0.9980392156862745,0.0,4.713725490196079
E,4.0,"(-0.001, 0.1]",1079,0.017608897126969416,0.029657089898053754,57.4772937905468
E,4.0,"(0.1, 0.2]",28,0.14285714285714285,0.10714285714285714,401.75
E,4.0,"(0.2, 0.3]",12,0.16666666666666666,0.16666666666666666,619.0
E,4.0,"(0.3, 0.4]",6,0.0,0.0,4.0
E,4.0,"(0.4, 0.5]",8,0.0,0.0,41.875
E,4.0,"(0.5, 0.6]",7,0.14285714285714285,0.0,354.42857142857144
E,4.0,"(0.6, 0.7]",10,0.0,0.0,14.1
E,4.0,"(0.7, 0.8]",6,0.3333333333333333,0.0,836.5
E,4.0,"(0.8, 0.9]",8,0.25,0.0,610.125
E,4.0,"(0.9, 1.0]",36,1.0,0.0,266.6666666666667
E,6.0,"(-0.001, 0.1]",1194,0.0,0.0033500837520938024,2.14321608040201
E,6.0,"(0.1, 0.2]",2,0.0,0.0,8.0
E,6.0,"(0.2, 0.3]",0,,,
E,6.0,"(0.3, 0.4]",0,,,
E,6.0,"(0.4, 0.5]",0,,,
E,6.0,"(0.5, 0.6]",0,,,
E,6.0,"(0.6, 0.7]",0,,,
E,6.0,"(0.7, 0.8]",0,,,
E,6.0,"(0.8, 0.9]",1,0.0,0.0,6.0
E,6.0,"(0.9, 1.0]",3,1.0,0.0,0.0
