epoch,train_loss,val_loss,val_weight_acc,val_rescue_acc,val_std_brier,val_candidate_top1_acc,val_candidate_positive_rate,lr,train_samples_seen,val_samples_seen,framework,num_gpus
13,0.9311445959409078,0.9247838385899861,0.8784722431500753,0.999166669845581,8.15822392382278e-09,1.0,1.0,0.0006705513806082308,36000,7200,tensorflow,1
14,0.9279764978090922,0.9293217754364014,0.8795833532015482,0.9993055582046508,2.16435922822944e-09,1.0,1.0,0.0006513292901217937,36000,7200,tensorflow,1
15,0.9267494120597839,0.9273416988054911,0.880277799765269,0.999166669845581,2.4390174178471704e-09,1.0,1.0,0.0006311166216619313,36000,7200,tensorflow,1
16,0.9242994565963745,0.923973978360494,0.880277799765269,0.9998611116409302,2.12890065002617e-09,1.0,1.0,0.0006099999882280827,36000,7200,tensorflow,1
17,0.9221821540196736,0.9223115102450052,0.8800000214576721,0.9995833349227905,6.358761585334439e-10,1.0,1.0,0.0005880696699023247,36000,7200,tensorflow,1
18,0.9183961132367452,0.919166297117869,0.8822222439448039,0.9995833349227905,1.1146256067874153e-08,1.0,1.0,0.0005654197302646935,36000,7200,tensorflow,1
19,0.9164405393600464,0.9258282701174418,0.8830555709203084,0.9998611116409302,2.36030493548182e-09,1.0,1.0,0.0005421469686552882,36000,7200,tensorflow,1
20,0.9162245976130168,0.9194800265630086,0.8854166873296102,0.9998611116409302,1.5687345609333158e-09,1.0,1.0,0.0005183512694202363,36000,7200,tensorflow,1
21,0.9128368353843689,0.9204270601272583,0.8806944664319356,0.9998611116409302,2.56101263288247e-09,1.0,1.0,0.0004941343213431537,36000,7200,tensorflow,1
22,0.9101764302253723,0.9246634880701701,0.8809722447395325,0.9998611116409302,1.4979705046132042e-08,1.0,1.0,0.00046959990868344903,36000,7200,tensorflow,1
23,0.9080577556292216,0.9221805795033773,0.8787500198682149,0.9995833349227905,3.6164080061996952e-09,1.0,1.0,0.000444853154476732,36000,7200,tensorflow,1
24,0.9048323305447896,0.9218066740036011,0.8808333524068197,0.9998611116409302,1.8487281768416371e-09,1.0,1.0,0.0004199999675620347,36000,7200,tensorflow,1
25,0.9022677337328593,0.9194422403971354,0.8836111323038737,0.9997222232818603,3.554621735871062e-08,1.0,1.0,0.00039514678064733744,36000,7200,tensorflow,1
26,0.9001998829841614,0.925145149230957,0.8793055748939514,0.9997222232818603,7.347691022690598e-10,1.0,1.0,0.00037039999733678997,36000,7200,tensorflow,1
27,0.8969013953208923,0.9285259739557902,0.8725000198682149,0.9995833349227905,1.3342369112764468e-09,1.0,1.0,0.0003458657010924071,36000,7200,tensorflow,1
28,0.8930880053838094,0.9250697445869446,0.8808333524068197,0.9998611116409302,9.598184324214008e-10,1.0,1.0,0.00032164878211915493,36000,7200,tensorflow,1
29,0.889836788336436,0.9294029347101848,0.8794444648424784,0.9998611116409302,1.777153851035181e-09,1.0,1.0,0.0002978529955726117,36000,7200,tensorflow,1
30,0.8869456793467204,0.923288238843282,0.8809722407658895,0.9997222232818603,1.6663667361856843e-09,1.0,1.0,0.00027458026306703687,36000,7200,tensorflow,1
31,0.883252817471822,0.929814248085022,0.8713889090220134,0.9998611116409302,3.186441995591677e-09,1.0,1.0,0.0002519303234294057,36000,7200,tensorflow,1
32,0.8800568191210428,0.9261457991600036,0.8787500174840291,0.9998611116409302,2.0256621184253088e-10,1.0,1.0,0.00022999996144790202,36000,7200,tensorflow,1
33,0.8768347659111023,0.9323873718579611,0.8743055756886801,0.9998611116409302,1.888396038426827e-10,1.0,1.0,0.00020888325525447726,36000,7200,tensorflow,1
34,0.8729569854736328,0.9297356963157654,0.8794444624582927,0.9998611116409302,2.7295341457264183e-10,1.0,1.0,0.00018867063045036048,36000,7200,tensorflow,1
35,0.8707349499066671,0.9314678740501404,0.880277795791626,1.0,1.049269913360254e-10,1.0,1.0,0.0001694485399639234,36000,7200,tensorflow,1
36,0.8665495319366455,0.9350774717330933,0.8747222391764323,0.9998611116409302,1.0651905075435147e-10,1.0,1.0,0.00015129942039493471,36000,7200,tensorflow,1
37,0.863146108309428,0.9369099020957947,0.8745833539962768,1.0,4.751459425217375e-10,1.0,1.0,0.00013430084800347686,36000,7200,tensorflow,1
38,0.8620513102213542,0.9347660493850708,0.8790277973810832,0.9998611116409302,4.866521598880768e-10,1.0,1.0,0.00011852566967718303,36000,7200,tensorflow,1
39,0.858936454931895,0.9355402382214865,0.8754166905085246,1.0,1.7633740978004476e-10,1.0,1.0,0.00010404152271803468,36000,7200,tensorflow,1
40,0.8561201899846395,0.9452897055943807,0.8718055748939514,1.0,3.1783612183044926e-10,1.0,1.0,9.091034735320136e-05,36000,7200,tensorflow,1
41,0.8535436124801635,0.9421416187286377,0.8745833524068196,1.0,2.662797696619326e-10,1.0,1.0,7.918835035525262e-05,36000,7200,tensorflow,1
42,0.8514563806851705,0.9468257101376851,0.8751389090220133,0.9998611116409302,1.0545626742801869e-10,1.0,1.0,6.892574310768396e-05,36000,7200,tensorflow,1
43,0.8502442698478698,0.9516265511512756,0.8723611338933309,0.9998611116409302,1.1402982836112319e-10,1.0,1.0,6.0166537878103554e-05,36000,7200,tensorflow,1
44,0.8487631802558899,0.9520430771509806,0.8712500214576722,0.9998611116409302,1.7067756092634921e-10,1.0,1.0,5.294816946843639e-05,36000,7200,tensorflow,1
45,0.8472628847757975,0.9537474918365478,0.8762500198682149,0.9998611116409302,1.590692126662071e-10,1.0,1.0,4.730157888843678e-05,36000,7200,tensorflow,1
46,0.8460674848556519,0.9514833855628967,0.8723611291249593,0.9998611116409302,2.1139621544149362e-10,1.0,1.0,4.3250944145256653e-05,36000,7200,tensorflow,1
47,0.8449987506866455,0.9500309300422668,0.8738889098167419,0.9998611116409302,1.9818342648827286e-10,1.0,1.0,4.081360384589061e-05,36000,7200,tensorflow,1
48,0.8446868918736776,0.9534007930755615,0.8718055772781372,0.9998611116409302,1.3656163298560638e-10,1.0,1.0,3.9999998989515007e-05,36000,7200,tensorflow,1
